"","index","semester","type","course","pre_post","si1","si2","si3","si4","si5","science_id_ave","cm1","cm2","cm3","cm4","cm5","career_mot_ave","im1","im2","im3","im4","im5","intrinsic_mot_ave","sd1","sd2","sd3","sd4","sd5","self_determition_ave","se1","se2","se3","se4","se5","self_efficacy_ave","gm1","gm2","gm3","gm4","gm5","grade_mot_ave","overall_sci_mot","sci_comp1","sci_comp2","sci_comp3","sci_comp4","sci_competancy_ave","per_comm_orient1","per_comm_orient2","per_comm_orient3","per_comm_orient4","persol_comm_orient_ave","sci_comm_orient1","sci_comm_orient2","sci_comm_orient3","sci_comm_orient4","sci_comm_orient_ave","resilience1","resilience2","resilience3","resilience4","resilience_ave","major","career","gender","ethnicity","parents_grad_college","dependents","med_condition","med_condition_dependent"
"143",143,"Fall 2021","Major","BIOL1610","Pre",4,4,4,5,4,4.2,5,5,5,5,5,5,5,5,4,4,5,4.6,4,4,4,4,3,3.8,2,3,3,3,4,3,5,4,4,4,5,4.4,4.16,3,4,4,4,3.75,5,4,6,5,5,6,6,6,5,5.75,NA,NA,NA,NA,NA,"Biology",NA,"female","white","Yes",0,NA,NA
"144",144,"Fall 2021","Major","BIOL1610","Pre",5,5,4,4,3,4.2,4,5,5,5,5,4.8,5,5,5,4,5,4.8,3,2,3,4,2,2.8,5,5,5,5,5,5,4,3,3,4,5,3.8,4.24,4,3,1,4,3,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,"Biology","researcher","male","white","Yes",0,"No","No"
"145",145,"Summer 2021","Major","BIOL1610","Pre",3,4,4,4,3,3.6,5,5,5,5,5,5,4,5,4,4,4,4.2,4,4,2,4,4,3.6,3,3,3,2,4,3,4,4,4,4,3,3.8,3.92,2,5,4,4,3.75,5,5,5,5,5,6,5,4,4,4.75,3,3,4,4,3.5,"Other","health_care_pro","male","latinx","Yes",0,NA,"No"
"146",146,"Summer 2021","Major","BIOL1610","Pre",3,2,2,4,3,2.8,5,5,5,4,4,4.6,5,5,4,4,4,4.4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3.8,4.16,4,4,4,4,4,5,5,5,4,4.75,5,5,5,5,5,4,3,4,4,3.75,"Health_sci","health_care_pro","female","prefer_not_answer","Yes",0,NA,NA
"147",147,"Fall 2021","Major","BIOL1610","Pre",3,3,3,2,3,2.8,5,4,4,5,4,4.4,4,4,4,4,4,4,4,5,5,5,4,4.6,5,5,5,5,5,5,5,5,5,5,5,5,4.6,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","white","Yes",0,"No","No"
"148",148,"Spring 2022","Non-Major","BIOL1010","Pre",4,4,3,4,3,3.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4.8,4,3,3,4,3.5,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Other",NA,"male",NA,"No",0,"No","Yes"
"149",149,"Fall 2021","Major","BIOL1610","Pre",4,5,4,5,4,4.4,5,5,5,4,5,4.8,5,5,4,4,4,4.4,5,5,5,5,5,5,4,4,4,5,5,4.4,5,5,5,5,5,5,4.72,3,3,4,4,3.5,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","dentist","female","latinx","No",0,"No","No"
"150",150,"Fall 2021","Major","BIOL1610","Pre",4,5,5,3,4,4.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.4,1,1,1,1,1,1,2,2,2,1,3,2,1.28,4,4,4,5,4.25,5,6,6,6,5.75,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology",NA,"male","white","No",0,"No","No"
"151",151,"Spring 2022","Non-Major","BIOL1010","Pre",3,4,5,4,5,4.2,1,1,1,1,1,1,2,1,2,3,2,2,1,2,1,2,2,1.6,2,2,2,2,2,2,1,1,1,1,2,1.2,1.56,4,4,4,5,4.25,5,5,6,5,5.25,5,5,6,5,5.25,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","male","latinx","Yes",3,"No","No"
"152",152,"Fall 2021","Non-Major","BIOL1010","Pre",2,2,2,1,1,1.6,2,2,2,4,2,2.4,4,4,2,2,3,3,3,3,4,3,3,3.2,4,4,4,3,3,3.6,5,5,5,5,4,4.8,3.4,4,3,3,2,3,6,6,6,6,6,5,5,7,6,5.75,NA,NA,NA,NA,NA,"Other",NA,"female","white","No",1,"No","No"
"153",153,"Fall 2021","Major","BIOL1610","Pre",4,2,2,2,2,2.4,3,4,3,3,4,3.4,4,4,3,3,4,3.6,4,4,4,3,4,3.8,3,4,3,3,4,3.4,5,5,5,5,4,4.8,3.8,3,2,1,2,2,5,5,5,5,5,4,5,5,5,4.75,NA,NA,NA,NA,NA,"Other","dentist","female","white","Yes",0,"No","No"
"154",154,"Spring 2022","Non-Major","BIOL1010","Pre",1,3,2,2,3,2.2,4,4,4,5,3,4,4,3,2,2,3,2.8,2,2,3,2,3,2.4,4,2,1,1,3,2.2,2,5,5,5,3,4,3.08,4,2,3,2,2.75,4,5,5,4,4.5,3,5,4,4,4,NA,NA,NA,NA,NA,"Other",NA,"female","white","Yes",0,"No","No"
"155",155,"Fall 2021","Major","BIOL1610","Pre",5,4,5,4,1,3.8,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4.2,4,5,4,4,4,4.2,4,5,5,5,5,4.8,4.64,2,2,3,2,2.25,4,3,5,4,4,4,4,4,3,3.75,NA,NA,NA,NA,NA,"Engineering","engineer","male","white","No",0,"Yes","No"
"156",156,"Fall 2021","Non-Major","BIOL1010","Pre",4,3,3,2,4,3.2,4,5,4,4,3,4,5,5,4,2,4,4,4,3,4,3,4,3.6,4,4,4,4,5,4.2,4,4,5,5,3,4.2,4,1,4,3,3,2.75,7,7,7,7,7,6,7,7,7,6.75,NA,NA,NA,NA,NA,"Earth_sci",NA,"male","pacific_islander","No",6,"No","No"
"157",157,"Spring 2022","Non-Major","BIOL1010","Pre",3,3,1,2,3,2.4,5,5,5,5,5,5,5,4,4,4,4,4.2,5,5,5,5,5,5,4,5,4,5,5,4.6,5,5,5,5,5,5,4.76,4,2,3,5,3.5,7,7,7,7,7,6,6,6,6,6,NA,NA,NA,NA,NA,"Other","dentist","male","white","Yes",1,"No","No"
"158",158,"Fall 2021","Major","BIOL1610","Pre",4,4,3,4,2,3.4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,4.8,4.76,4,4,3,4,3.75,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","female","white","Yes",0,"No","No"
"159",159,"Fall 2021","Major","BIOL1610","Pre",3,4,4,3,3,3.4,4,3,4,5,5,4.2,4,5,4,3,3,3.8,3,2,3,3,2,2.6,2,2,2,3,3,2.4,3,4,4,4,3,3.6,3.32,2,2,2,4,2.5,5,5,6,4,5,5,5,6,5,5.25,NA,NA,NA,NA,NA,"Chemistry","medical_doctor","male","asian","Yes",0,"No","No"
"160",160,"Fall 2021","Major","BIOL1610","Pre",3,3,3,3,3,3,4,4,4,5,5,4.4,3,4,3,4,4,3.6,3,3,3,3,2,2.8,3,3,3,3,4,3.2,3,4,5,5,1,3.6,3.52,2,2,2,5,2.75,6,6,6,5,5.75,5,6,6,6,5.75,NA,NA,NA,NA,NA,"Chemistry","medical_doctor","male","asian",NA,0,"No","No"
"161",161,"Spring 2022","Non-Major","BIOL1010","Pre",4,4,3,3,3,3.4,4,5,4,4,4,4.2,4,4,4,3,4,3.8,3,3,4,3,3,3.2,3,4,4,4,4,3.8,3,3,3,4,3,3.2,3.64,4,3,4,4,3.75,5,4,5,5,4.75,5,5,5,5,5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","male","white","Yes",0,"No","No"
"162",162,"Fall 2021","Major","BIOL1610","Pre",5,5,5,4,4,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.8,4.96,4,5,5,5,4.75,6,5,5,6,5.5,6,5,5,6,5.5,NA,NA,NA,NA,NA,"Biology","scientist","female","white","No",0,"No","No"
"163",163,"Spring 2022","Non-Major","BIOL1010","Pre",1,1,1,1,3,1.4,4,5,5,3,1,3.6,4,4,3,4,3,3.6,4,5,4,3,3,3.8,5,5,5,5,5,5,5,5,5,5,3,4.6,4.12,3,4,2,3,3,6,6,6,6,6,3,3,3,3,3,NA,NA,NA,NA,NA,"Other",NA,"female","white","Yes",0,"No","No"
"164",164,"Spring 2022","Non-Major","BIOL1010","Pre",2,1,1,1,2,1.4,2,2,2,2,1,1.8,2,1,2,2,1,1.6,4,3,3,3,2,3,2,2,2,2,2,2,4,4,4,4,4,4,2.48,2,1,1,2,1.5,5,6,5,6,5.5,5,5,4,5,4.75,NA,NA,NA,NA,NA,"Non_STEM","non_stem","female","white","No",0,"No","No"
"165",165,"Fall 2021","Non-Major","BIOL1010","Pre",3,4,3,4,4,3.6,5,5,5,4,4,4.6,5,4,4,4,5,4.4,4,4,4,3,3,3.6,3,4,3,4,4,3.6,4,4,4,5,4,4.2,4.08,4,4,3,4,3.75,6,6,6,5,5.75,4,6,6,6,5.5,NA,NA,NA,NA,NA,"Other",NA,"male","white","Unsure",0,"No","No"
"166",166,"Fall 2021","Major","BIOL1610","Pre",2,5,4,4,4,3.8,5,5,5,5,5,5,5,5,4,4,5,4.6,5,4,4,4,4,4.2,4,4,3,4,4,3.8,5,4,4,5,4,4.4,4.4,3,4,2,4,3.25,5,5,6,6,5.5,6,5,6,4,5.25,NA,NA,NA,NA,NA,"Other","health_care_pro","female","white","Yes",0,"No","No"
"167",167,"Fall 2021","Non-Major","BIOL1010","Pre",1,3,2,2,3,2.2,4,5,4,4,5,4.4,4,4,3,4,3,3.6,2,2,3,3,3,2.6,3,4,4,2,4,3.4,5,5,4,4,4,4.4,3.68,2,3,2,3,2.5,5,6,7,7,6.25,5,7,7,7,6.5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"168",168,"Fall 2021","Non-Major","BIOL1010","Pre",4,5,3,4,3,3.8,3,4,3,3,3,3.2,5,4,5,5,4,4.6,4,4,4,3,4,3.8,5,5,5,5,5,5,5,5,5,5,4,4.8,4.28,5,4,4,4,4.25,5,6,6,6,5.75,4,4,5,5,4.5,NA,NA,NA,NA,NA,"Computer_sci",NA,"male","white","Yes",0,"No","No"
"169",169,"Summer 2021","Major","BIOL1610","Pre",4,4,4,1,3,3.2,1,1,1,1,1,1,2,2,1,1,1,1.4,3,2,4,3,2,2.8,4,4,4,4,4,4,5,5,5,5,4,4.8,2.8,2,2,2,4,2.5,6,6,6,5,5.75,6,6,5,6,5.75,4,5,4,5,4.5,"Biology","health_care_pro","male","african_american","No",0,"No","No"
"170",170,"Spring 2022","Non-Major","BIOL1010","Pre",3,4,2,2,3,2.8,4,4,4,5,4,4.2,4,5,4,4,4,4.2,4,3,3,3,3,3.2,2,5,3,4,3,3.4,5,5,5,5,5,5,4,4,2,2,5,3.25,5,4,6,5,5,6,5,6,4,5.25,NA,NA,NA,NA,NA,"Health_sci","educator","male","white","Yes",0,"No","No"
"171",171,"Fall 2021","Major","BIOL1610","Pre",3,4,2,3,3,3,5,5,5,5,5,5,4,5,4,4,4,4.2,4,4,4,4,4,4,2,4,3,3,3,3,5,4,5,5,5,4.8,4.2,3,5,3,5,4,5,5,5,5,5,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"172",172,"Fall 2021","Major","BIOL1610","Pre",4,5,4,4,5,4.4,1,1,1,1,1,1,5,5,5,4,4,4.6,5,5,5,4,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,4.08,5,4,4,5,4.5,6,5,5,6,5.5,5,5,5,5,5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"173",173,"Fall 2021","Major","BIOL1610","Pre",4,4,4,4,3,3.8,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4.8,4.56,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4.25,NA,NA,NA,NA,NA,"Biology","medical_doctor","female","prefer_not_answer","Yes",0,"Yes","No"
"174",174,"Fall 2021","Major","BIOL1610","Pre",5,5,4,5,4,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4.4,4,4,4,5,5,4.4,5,4,5,5,4,4.6,4.68,4,4,3,5,4,5,4,4,3,4,6,5,5,6,5.5,NA,NA,NA,NA,NA,"Biology","scientist","female","prefer_not_answer","Yes",0,"Yes",NA
"175",175,"Fall 2021","Major","BIOL1610","Pre",3,4,1,4,3,3,4,5,4,4,5,4.4,4,3,4,3,4,3.6,4,5,4,4,4,4.2,4,4,3,4,3,3.6,5,4,5,4,4,4.4,4.04,2,3,4,5,3.5,5,6,5,6,5.5,4,5,3,4,4,NA,NA,NA,NA,NA,"Biology","health_care_pro","female","white","Yes",0,"No",NA
"176",176,"Summer 2021","Major","BIOL1610","Pre",3,4,3,2,2,2.8,5,5,5,5,5,5,4,5,4,4,4,4.2,3,5,4,4,4,4,4,5,4,4,4,4.2,5,5,5,5,5,5,4.48,2,3,3,3,2.75,6,6,6,6,6,4,4,4,4,4,3,5,5,5,4.5,"Health_sci","dentist","female","white","Yes",0,"No","No"
"177",177,"Fall 2021","Major","BIOL1610","Pre",1,1,1,1,1,1,4,4,4,5,3,4,1,1,1,1,1,1,4,4,4,4,3,3.8,3,3,2,2,2,2.4,5,5,5,5,5,5,3.24,1,2,2,2,1.75,4,5,5,5,4.75,3,4,4,4,3.75,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"178",178,"Fall 2021","Major","BIOL1610","Pre",1,2,2,1,5,2.2,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,3,4,3.2,5,5,5,5,5,5,5,5,5,5,3,4.6,4.56,5,5,1,3,3.5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,"Health_sci","dentist","male","latinx","No",0,"No","No"
"179",179,"Fall 2021","Major","BIOL1610","Pre",4,5,4,4,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4.25,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","male","white","No",0,NA,NA
"180",180,"Summer 2021","Major","BIOL1610","Pre",1,1,3,3,2,2,4,4,3,4,4,3.8,3,5,2,4,3,3.4,5,4,4,4,3,4,4,5,3,3,3,3.6,5,5,5,5,3,4.6,3.88,3,2,2,4,2.75,5,5,6,6,5.5,3,3,3,3,3,2,4,5,2,3.25,"Other",NA,"female","white","Yes",0,"No","No"
"181",181,"Fall 2021","Major","BIOL1610","Pre",5,5,4,5,4,4.6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3.8,4,5,5,4,5,4.6,5,5,4,4,5,4.6,4.6,2,4,3,5,3.5,5,6,6,6,5.75,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","health_care_pro","female","white","Yes",0,"No","No"
"182",182,"Fall 2021","Major","BIOL1610","Pre",2,3,4,3,5,3.4,5,5,2,4,4,4,4,4,4,4,3,3.8,5,5,5,4,5,4.8,3,5,3,5,3,3.8,5,5,5,5,3,4.6,4.2,1,2,1,4,2,6,5,6,6,5.75,5,5,5,4,4.75,NA,NA,NA,NA,NA,"Health_sci","dentist","female","white","Yes",0,"No","No"
"183",183,"Fall 2021","Major","BIOL1610","Pre",4,5,5,4,4,4.4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4.2,4,5,4,4,5,4.4,5,5,5,5,5,5,4.72,4,3,4,5,4,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,NA,"Yes"
"184",184,"Fall 2021","Major","BIOL1610","Pre",4,4,4,4,4,4,4,4,4,4,5,4.2,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4.44,4,2,2,3,2.75,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Other",NA,"female","white","Yes",0,"No","No"
"185",185,"Fall 2021","Major","BIOL1610","Pre",3,3,2,3,3,2.8,1,1,1,1,1,1,4,4,4,3,3,3.6,3,4,4,3,3,3.4,4,4,3,3,4,3.6,5,5,5,5,3,4.6,3.24,1,1,1,1,1,5,6,6,6,5.75,4,3,3,3,3.25,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"186",186,"Fall 2021","Non-Major","BIOL1010","Pre",3,3,1,1,3,2.2,4,4,4,4,3,3.8,5,5,3,5,5,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.68,3,3,4,4,3.5,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,"Other",NA,"female","latinx","No",0,"No","No"
"187",187,"Fall 2021","Major","BIOL1610","Pre",1,3,2,1,1,1.6,4,5,5,5,5,4.8,4,4,3,4,4,3.8,5,5,4,4,4,4.4,2,2,2,2,2,2,5,4,5,5,3,4.4,3.88,2,2,2,4,2.5,6,5,6,5,5.5,5,5,5,5,5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Unsure",0,"No","No"
"188",188,"Fall 2021","Major","BIOL1610","Pre",4,4,3,4,3,3.6,5,5,5,5,5,5,4,4,5,5,4,4.4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4.48,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","male","white","Yes",0,"No","No"
"189",189,"Fall 2021","Major","BIOL1610","Pre",4,4,4,4,3,3.8,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4.6,4,4,4,4,4,4,5,5,5,5,5,5,4.72,2,3,2,1,2,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,"Biology","health_care_pro","female","white","Yes",0,"No","No"
"190",190,"Fall 2021","Major","BIOL1610","Pre",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,4.96,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","asian","Yes",0,"No","No"
"191",191,"Fall 2021","Major","BIOL1610","Pre",1,2,2,2,2,1.8,3,4,4,3,3,3.4,4,4,4,4,4,4,4,5,5,5,3,4.4,3,3,3,4,4,3.4,5,5,5,5,1,4.2,3.88,2,2,2,3,2.25,5,5,5,5,5,3,4,4,4,3.75,NA,NA,NA,NA,NA,"Other","health_care_pro","female","latinx","No",0,"No","No"
"192",192,"Spring 2022","Non-Major","BIOL1010","Pre",4,4,3,3,3,3.4,3,4,3,4,2,3.2,3,2,3,4,3,3,4,4,4,3,4,3.8,3,2,3,3,3,2.8,4,3,4,3,3,3.4,3.24,4,4,4,3,3.75,5,5,6,5,5.25,6,6,6,6,6,NA,NA,NA,NA,NA,"Other",NA,"male","latinx","Yes",2,"No","No"
"193",193,"Fall 2021","Major","BIOL1610","Pre",3,3,1,4,3,2.8,4,2,3,3,2,2.8,4,4,2,2,4,3.2,3,3,3,3,4,3.2,4,3,4,2,4,3.4,5,5,5,5,5,5,3.52,4,3,1,3,2.75,5,4,3,1,3.25,5,4,2,4,3.75,NA,NA,NA,NA,NA,"Computer_sci","technician","two_spirited","asian","No",0,NA,"Yes"
"194",194,"Fall 2021","Major","BIOL1610","Pre",3,3,4,4,4,3.6,5,5,5,5,5,5,4,4,3,3,2,3.2,3,3,4,4,4,3.6,3,2,2,4,4,3,5,5,4,4,4,4.4,3.84,3,2,2,3,2.5,5,6,6,5,5.5,3,6,6,6,5.25,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","female","pacific_islander","Yes",0,"No","No"
"195",195,"Spring 2022","Non-Major","BIOL1010","Pre",2,5,4,5,3,3.8,4,4,4,5,5,4.4,5,5,4,4,4,4.4,4,4,4,2,4,3.6,4,5,4,4,5,4.4,5,4,5,5,3,4.4,4.24,4,3,2,4,3.25,5,3,6,4,4.5,5,5,5,5,5,NA,NA,NA,NA,NA,"Computer_sci",NA,"male","white","Yes",0,"No","No"
"196",196,"Fall 2021","Non-Major","BIOL1010","Pre",4,5,3,4,3,3.8,4,5,5,5,4,4.6,5,5,5,5,5,5,5,5,5,4,5,4.8,4,5,4,4,5,4.4,5,5,5,5,5,5,4.76,4,4,4,5,4.25,5,1,5,5,4,6,7,5,7,6.25,NA,NA,NA,NA,NA,"Computer_sci",NA,"female","white","Yes",0,"Yes","No"
"197",197,"Fall 2021","Major","BIOL1610","Pre",3,4,3,5,3,3.6,5,5,5,5,5,5,4,5,5,5,4,4.6,4,4,4,2,4,3.6,5,5,5,5,5,5,5,5,5,5,5,5,4.64,4,4,4,4,4,3,5,5,5,4.5,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","male","white","Yes",0,"No","No"
"198",198,"Fall 2021","Non-Major","BIOL1010","Pre",2,1,2,2,2,1.8,3,4,4,2,3,3.2,4,4,4,2,3,3.4,3,3,2,1,3,2.4,4,5,4,4,5,4.4,5,5,5,5,3,4.6,3.6,2,3,2,2,2.25,7,6,7,6,6.5,6,7,7,7,6.75,NA,NA,NA,NA,NA,"Non_STEM","non_stem","male","white","Yes",0,"No","No"
"199",199,"Fall 2021","Major","BIOL1610","Pre",1,1,1,1,1,1,4,4,4,4,4,4,1,1,4,1,2,1.8,3,3,3,3,3,3,2,4,4,4,4,3.6,5,5,4,4,3,4.2,3.32,2,1,1,2,1.5,4,5,5,5,4.75,1,1,1,1,1,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"200",200,"Fall 2021","Major","BIOL1610","Pre",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,4.96,4,5,4,5,4.5,5,4,4,4,4.25,5,4,5,4,4.5,NA,NA,NA,NA,NA,"Engineering","researcher","male","latinx","No",0,"Yes","No"
"201",201,"Fall 2021","Major","BIOL1610","Pre",4,5,4,4,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4.8,5,5,5,5,4,4.8,4.92,4,4,4,5,4.25,5,5,5,5,5,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","white","Unsure",0,"Yes","No"
"202",202,"Spring 2022","Non-Major","BIOL1010","Pre",3,4,3,3,4,3.4,3,3,3,3,4,3.2,5,5,4,5,5,4.8,3,4,5,3,3,3.6,5,5,4,5,5,4.8,5,5,5,5,3,4.6,4.2,2,2,2,4,2.5,5,6,7,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Other","educator","female","latinx","No",0,NA,"No"
"203",203,"Summer 2021","Major","BIOL1610","Pre",2,2,2,2,4,2.4,4,5,5,5,5,4.8,4,3,4,3,4,3.6,3,4,4,3,3,3.4,4,5,4,4,4,4.2,5,5,5,5,3,4.6,4.12,3,2,4,2,2.75,4,3,4,5,4,5,6,5,6,5.5,4,2,4,3,3.25,"Other",NA,"female","white","Unsure",0,NA,NA
"204",204,"Summer 2021","Major","BIOL1610","Pre",2,1,1,2,3,1.8,3,4,4,4,4,3.8,3,2,3,3,3,2.8,4,4,4,4,3,3.8,2,3,4,3,3,3,5,5,4,5,5,4.8,3.64,3,3,2,5,3.25,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2.75,"Health_sci","health_care_pro","female","asian","Yes",3,"No","No"
"205",205,"Fall 2021","Major","BIOL1610","Pre",2,2,3,3,3,2.6,5,5,5,5,5,5,4,4,5,4,4,4.2,5,5,3,3,3,3.8,4,4,4,2,4,3.6,5,5,5,5,3,4.6,4.24,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,"Chemistry","health_care_pro","female","white","Yes",0,"No","No"
"206",206,"Fall 2021","Non-Major","BIOL1010","Pre",4,5,5,5,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,2,4.4,4.28,4,2,3,4,3.25,7,6,6,5,6,7,7,7,6,6.75,NA,NA,NA,NA,NA,"Biology","health_care_pro","female","white","Yes",0,"No","No"
"207",207,"Fall 2021","Major","BIOL1610","Pre",5,5,4,4,3,4.2,5,5,5,5,5,5,4,5,4,5,5,4.6,5,5,5,4,3,4.4,4,5,4,4,5,4.4,5,5,5,5,4,4.8,4.64,3,3,3,2,2.75,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,"Engineering","engineer","male","white","Yes",0,"No","No"
"208",208,"Fall 2021","Major","BIOL1610","Pre",4,4,3,4,3,3.6,5,5,5,5,5,5,4,4,5,4,4,4.2,5,5,4,5,4,4.6,4,5,4,4,4,4.2,5,5,5,5,3,4.6,4.52,3,3,4,4,3.5,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"209",209,"Fall 2021","Major","BIOL1610","Pre",2,2,1,2,2,1.8,4,5,4,4,5,4.4,4,4,3,3,3,3.4,3,4,3,2,2,2.8,2,2,2,2,3,2.2,4,5,4,4,4,4.2,3.4,2,2,3,4,2.75,4,1,3,2,2.5,3,5,6,5,4.75,NA,NA,NA,NA,NA,"Biology",NA,"female","white","Yes",0,NA,"No"
"210",210,"Summer 2021","Major","BIOL1610","Pre",4,4,3,4,3,3.6,5,5,5,5,5,5,5,4,5,5,5,4.8,5,5,5,5,5,5,5,5,4,5,5,4.8,5,5,5,5,3,4.6,4.84,4,2,1,5,3,5,6,6,5,5.5,6,6,6,5,5.75,4,5,5,5,4.75,"Biology","health_care_pro","female","biracial","No",0,NA,"No"
"211",211,"Fall 2021","Major","BIOL1610","Pre",5,4,3,3,4,3.8,4,4,4,4,3,3.8,5,4,4,4,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4.6,4.52,4,3,3,4,3.5,5,5,6,6,5.5,5,5,6,5,5.25,NA,NA,NA,NA,NA,"Biology","health_care_pro","male","white","Yes",0,"Yes","No"
"212",212,"Fall 2021","Major","BIOL1610","Pre",5,5,5,5,3,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4.6,5,4,5,5,4,4.6,4.84,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"213",213,"Fall 2021","Major","BIOL1610","Pre",3,3,3,4,4,3.4,2,1,1,1,1,1.2,5,4,4,4,4,4.2,4,4,4,4,4,4,3,5,4,4,4,4,5,5,5,5,5,5,3.68,3,2,3,3,2.75,5,6,6,6,5.75,5,4,5,5,4.75,NA,NA,NA,NA,NA,"Biology","dentist","male","white","Yes",0,"No","No"
"214",214,"Fall 2021","Major","BIOL1610","Pre",2,4,3,1,2,2.4,5,4,5,4,5,4.6,3,2,5,4,3,3.4,5,5,5,5,5,5,5,5,5,4,4,4.6,5,5,5,5,4,4.8,4.48,4,3,4,4,3.75,5,6,6,6,5.75,5,6,5,5,5.25,NA,NA,NA,NA,NA,"Health_sci",NA,"female","white","Yes",0,"No","No"
